##x-axis,1,2,4
##second,Volt,Volt,Volt
#-6.20000E-06,,,
+11.12500E-06,-126.42287174E-03,-24.91332222526E+00,-1.21544862E-03
+11.15000E-06,-152.25569733E-03,-24.93981438301E+00,-1.46399385E-03
+11.17500E-06,-148.95240325E-03,-24.92608965326E+00,-1.23744111E-03
+11.20000E-06,-148.42875165E-03,-24.91643726257E+00,-1.14376770E-03
+11.22500E-06,-151.52660275E-03,-24.91143792374E+00,-1.08753287E-03
+11.25000E-06,-159.91776722E-03,-24.91963129611E+00,-1.14292889E-03
+11.27500E-06,-139.63759333E-03,-24.93937360963E+00,-1.09349398E-03
+11.30000E-06,-153.05666493E-03,-24.94350553507E+00,-1.01339647E-03
+11.32500E-06,-154.48492900E-03,-24.93482167746E+00,-905.43279E-06
+11.35000E-06,-144.09179780E-03,-24.92856416523E+00,-989.61007E-06
+11.37500E-06,-151.27246551E-03,-24.93224216381E+00,-800.06644E-06
+11.40000E-06,-157.16789908E-03,-24.92309367565E+00,-750.77764E-06
+11.42500E-06,-143.35313020E-03,-24.91664523072E+00,-863.61629E-06
+11.45000E-06,-143.10426943E-03,-24.93785353504E+00,-658.56132E-06
+11.47500E-06,-140.11420900E-03,-24.92598163646E+00,-560.58581E-06
+11.50000E-06,-148.97565739E-03,-24.93639836099E+00,-700.76201E-06
+11.52500E-06,-149.43418232E-03,-24.92863042258E+00,-495.71347E-06
+11.55000E-06,-155.08132045E-03,-24.93836716135E+00,-483.44146E-06
+11.57500E-06,-144.25118478E-03,-24.93320983005E+00,-512.25836E-06
+11.60000E-06,-129.73472124E-03,-24.93694451295E+00,-339.95342E-06
+11.62500E-06,-137.07688651E-03,-24.94807043226E+00,-275.84852E-06
+11.65000E-06,-136.07537551E-03,-24.91776655520E+00,-289.64687E-06
+11.67500E-06,-156.97266983E-03,-24.92401992164E+00,-213.87141E-06
+11.70000E-06,-158.61199255E-03,-24.92642893005E+00,-60.31657E-06
+11.72500E-06,-170.70067853E-03,-24.94908641586E+00,-119.92107E-06
+11.75000E-06,-132.89287481E-03,-24.94051163036E+00,-74.79682E-06
+11.77500E-06,-158.08660726E-03,-24.92324560020E+00,+77.48543E-06
+11.80000E-06,-159.33969264E-03,-24.93113998536E+00,-53.47929E-06
+11.82500E-06,-143.36737666E-03,-24.91030924990E+00,+86.62274E-06
+11.85000E-06,-160.01986685E-03,-24.93544599650E+00,+147.73787E-06
+11.87500E-06,-174.23312201E-03,-24.93557244325E+00,+108.67855E-06
+11.90000E-06,-139.67260646E-03,-24.93231569514E+00,+800.29E-09
+11.92500E-06,-141.94058246E-03,-24.91405060376E+00,+93.50907E-06
+11.95000E-06,-141.72424734E-03,-24.92617607424E+00,+188.77675E-06
+11.97500E-06,-153.63364653E-03,-24.92962918228E+00,+141.41465E-06
+12.00000E-06,-146.10141540E-03,-24.92865028470E+00,+34.18609E-06
+12.02500E-06,-159.03848179E-03,-24.91438520710E+00,+120.22436E-06
+12.05000E-06,-157.25058885E-03,-24.94092703902E+00,+143.38295E-06
+12.07500E-06,-164.68268018E-03,-24.92047202565E+00,+130.93004E-06
+12.10000E-06,-145.29072403E-03,-24.91744325857E+00,+97.57490E-06
+12.12500E-06,-154.02041151E-03,-24.92589193653E+00,+91.06356E-06
+12.15000E-06,-156.41125380E-03,-24.93181137802E+00,+18.57538E-06
+12.17500E-06,-115.42283385E-03,-24.92083617720E+00,+109.14408E-06
+12.20000E-06,-165.65426609E-03,-24.93187043675E+00,+82.59004E-06
+12.22500E-06,-158.45742977E-03,-24.93820656833E+00,-38.86936E-06
+12.25000E-06,-145.34778524E-03,-24.92612933983E+00,+93.66296E-06
+12.27500E-06,-138.73433767E-03,-24.91713458529E+00,+120.28894E-06
+12.30000E-06,-170.57634236E-03,-24.92151846199E+00,+97.38172E-06
+12.32500E-06,-163.72055423E-03,-24.94098029364E+00,+113.93092E-06
+12.35000E-06,-139.34704848E-03,-24.94679149219E+00,+64.87040E-06
+12.37500E-06,-153.49604382E-03,-24.92629600078E+00,+121.74389E-06
+12.40000E-06,-164.02206659E-03,-24.93526799114E+00,+44.16425E-06
+12.42500E-06,-157.18557524E-03,-24.92064102333E+00,+18.78119E-06
+12.45000E-06,-142.79944043E-03,-24.93533466306E+00,+36.51648E-06
+12.47500E-06,-140.17530295E-03,-24.93275756151E+00,+10.97651E-06
+12.50000E-06,-151.21091930E-03,-24.93252268337E+00,+41.69088E-06
+12.52500E-06,-130.05692489E-03,-24.93468690144E+00,-41.58342E-06
+12.55000E-06,-153.63078216E-03,-24.91871695986E+00,+7.08637E-06
+12.57500E-06,-146.55304323E-03,-24.93680031466E+00,-13.30193E-06
+12.60000E-06,-131.29730907E-03,-24.92306857475E+00,-70.86314E-06
+12.62500E-06,-151.71433188E-03,-24.91991837357E+00,-32.26935E-06
+12.65000E-06,-132.35723810E-03,-24.92943417916E+00,-21.71494E-06
+12.67500E-06,-146.72456608E-03,-24.91243623118E+00,+6.27817E-06
+12.70000E-06,-135.53898501E-03,-24.92909987733E+00,+84.67114E-06
+12.72500E-06,-153.30944536E-03,-24.91390682005E+00,-14.53433E-06
+12.75000E-06,-168.97919368E-03,-24.92478911737E+00,+146.77822E-06
+12.77500E-06,-147.67983263E-03,-24.92373356027E+00,+151.62280E-06
+12.80000E-06,-134.88715297E-03,-24.90544845601E+00,+139.70411E-06
+12.82500E-06,-145.07420046E-03,-24.93514482334E+00,+244.74568E-06
+12.85000E-06,-128.75197938E-03,-24.91659736563E+00,+327.71217E-06
+12.87500E-06,-139.04131494E-03,-24.90721716522E+00,+320.82611E-06
+12.90000E-06,-147.24109445E-03,-24.91698620351E+00,+182.31136E-06
+12.92500E-06,-143.18906978E-03,-24.91578403603E+00,+401.55125E-06
+12.95000E-06,-162.01233593E-03,-24.93271033713E+00,+351.44843E-06
+12.97500E-06,-142.52604409E-03,-24.92489736031E+00,+419.07117E-06
+13.00000E-06,-146.89578741E-03,-24.90993039961E+00,+361.49497E-06
+13.02500E-06,-173.26816938E-03,-24.92902604449E+00,+440.64070E-06
+13.05000E-06,-153.33077736E-03,-24.92129010407E+00,+504.87001E-06
+13.07500E-06,-142.09265776E-03,-24.92527534374E+00,+413.76925E-06
+13.10000E-06,-150.05382791E-03,-24.91635555271E+00,+439.55242E-06
+13.12500E-06,-146.28635555E-03,-24.91289155254E+00,+473.88027E-06
+13.15000E-06,-147.67210637E-03,-24.92696890100E+00,+452.58261E-06
+13.17500E-06,-144.00925879E-03,-24.92507250130E+00,+482.79773E-06
+13.20000E-06,-153.67103406E-03,-24.93190416845E+00,+503.59009E-06
+13.22500E-06,-147.96996290E-03,-24.92209261691E+00,+394.91134E-06
+13.25000E-06,-146.65118551E-03,-24.93901311391E+00,+458.49997E-06
+13.27500E-06,-160.02879915E-03,-24.94973538354E+00,+381.34127E-06
+13.30000E-06,-157.14453187E-03,-24.91825304540E+00,+378.66245E-06
+13.32500E-06,-156.09590956E-03,-24.91848064955E+00,+372.07260E-06
+13.35000E-06,-152.69835517E-03,-24.92825741409E+00,+262.80346E-06
+13.37500E-06,-151.68674350E-03,-24.92517957588E+00,+235.50288E-06
+13.40000E-06,-141.96357278E-03,-24.92476514713E+00,+400.40822E-06
+13.42500E-06,-146.97949478E-03,-24.91473074027E+00,+301.72521E-06
+13.45000E-06,-143.56905074E-03,-24.92103249944E+00,+123.58116E-06
+13.47500E-06,-135.62589595E-03,-24.92585933550E+00,+244.42297E-06
+13.50000E-06,-137.79836791E-03,-24.92462562229E+00,+271.87799E-06
+13.52500E-06,-154.65113769E-03,-24.92440107095E+00,+64.06307E-06
+13.55000E-06,-152.17798252E-03,-24.92402757251E+00,+110.75217E-06
+13.57500E-06,-130.60824025E-03,-24.92316468181E+00,+234.39180E-06
+13.60000E-06,-118.43882434E-03,-24.91488066730E+00,+194.51957E-06
+13.62500E-06,-157.11792341E-03,-24.92856793414E+00,+96.79986E-06
+13.65000E-06,-145.94647573E-03,-24.92582096805E+00,-6.32906E-06
+13.67500E-06,-153.54707479E-03,-24.90851393221E+00,+104.70968E-06
+13.70000E-06,-158.30279162E-03,-24.94006030404E+00,+108.29843E-06
+13.72500E-06,-162.29217709E-03,-24.92447132333E+00,+41.17352E-06
+13.75000E-06,-168.26645614E-03,-24.92164098908E+00,+78.11125E-06
+13.77500E-06,-167.37364034E-03,-24.90190949232E+00,+25.15332E-06
+13.80000E-06,-159.06380883E-03,-24.90490384930E+00,+62.21221E-06
+13.82500E-06,-152.93387402E-03,-24.91846858905E+00,+11.72055E-06
+13.85000E-06,-162.74127976E-03,-24.92043267828E+00,+18.10601E-06
+13.87500E-06,-134.85798165E-03,-24.91368878892E+00,+85.88123E-06
+13.90000E-06,-130.91491601E-03,-24.90468363221E+00,+98.43023E-06
+13.92500E-06,-127.38872891E-03,-24.92067351128E+00,+55.62760E-06
+13.95000E-06,-130.36522129E-03,-24.93765898419E+00,+88.05465E-06
+13.97500E-06,-154.81078848E-03,-24.92283222674E+00,+276.30621E-06
+14.00000E-06,-147.26340636E-03,-24.93400020703E+00,+248.21593E-06
+14.02500E-06,-135.05268326E-03,-24.92157182968E+00,+271.37986E-06
+14.05000E-06,-149.58931043E-03,-24.92554191836E+00,+201.26955E-06
+14.07500E-06,-158.26042913E-03,-24.91262818149E+00,+382.18692E-06
+14.10000E-06,-147.89488632E-03,-24.91462253502E+00,+433.29149E-06
+14.12500E-06,-158.13571608E-03,-24.92281933709E+00,+473.52098E-06
+14.15000E-06,-155.64643000E-03,-24.92213415024E+00,+516.57800E-06
+14.17500E-06,-146.96920567E-03,-24.92170219609E+00,+551.35685E-06
+14.20000E-06,-172.14850321E-03,-24.90056078983E+00,+670.78367E-06
+14.22500E-06,-157.48343177E-03,-24.92937082387E+00,+673.71102E-06
+14.25000E-06,-161.59485437E-03,-24.90259422690E+00,+644.12771E-06
+14.27500E-06,-162.35361024E-03,-24.92030061587E+00,+735.65547E-06
+14.30000E-06,-139.63028166E-03,-24.91066578827E+00,+767.98778E-06
+14.32500E-06,-141.57888069E-03,-24.93375726344E+00,+761.45781E-06
+14.35000E-06,-142.92181676E-03,-24.93998447368E+00,+923.28652E-06
+14.37500E-06,-146.16556215E-03,-24.91815663682E+00,+775.71319E-06
+14.40000E-06,-164.59207572E-03,-24.91922922937E+00,+576.20047E-06
+14.42500E-06,-172.82694372E-03,-24.91226380380E+00,+869.00709E-06
+14.45000E-06,-147.21637043E-03,-24.92877624149E+00,+734.45596E-06
+14.47500E-06,-158.03060133E-03,-24.91982501780E+00,+735.55226E-06
+14.50000E-06,-154.08256075E-03,-24.91837772076E+00,+651.35867E-06
+14.52500E-06,-142.08097416E-03,-24.92835600864E+00,+809.71109E-06
+14.55000E-06,-152.55645592E-03,-24.92621199190E+00,+686.07520E-06
+14.57500E-06,-148.58097770E-03,-24.94331313249E+00,+568.44531E-06
+14.60000E-06,-144.64805042E-03,-24.92302534541E+00,+606.67460E-06
+14.62500E-06,-142.21978291E-03,-24.93384971467E+00,+539.35651E-06
+14.65000E-06,-158.03293805E-03,-24.92633892861E+00,+431.34770E-06
+14.67500E-06,-160.03882444E-03,-24.92381372487E+00,+510.36432E-06
+14.70000E-06,-148.79083031E-03,-24.90942551716E+00,+480.69113E-06
+14.72500E-06,-139.13142945E-03,-24.91275447748E+00,+339.28213E-06
+14.75000E-06,-151.80150664E-03,-24.92084722009E+00,+425.48714E-06
+14.77500E-06,-141.59045123E-03,-24.91687302331E+00,+271.08890E-06
+14.80000E-06,-149.55490033E-03,-24.92668080594E+00,+370.17075E-06
+14.82500E-06,-136.27452442E-03,-24.91295098817E+00,+253.30594E-06
+14.85000E-06,-155.00812833E-03,-24.92011088921E+00,+188.09150E-06
+14.87500E-06,-149.72220200E-03,-24.92113309151E+00,+151.77172E-06
+14.90000E-06,-128.99986023E-03,-24.91398445948E+00,+200.72979E-06
+14.92500E-06,-151.91404614E-03,-24.92098271221E+00,+261.31450E-06
+14.95000E-06,-159.32277026E-03,-24.90759793765E+00,+122.25664E-06
+14.97500E-06,-158.52425245E-03,-24.91533858920E+00,+229.60267E-06
+15.00000E-06,-142.91797248E-03,-24.92301117433E+00,+63.82879E-06
+15.02500E-06,-157.55191277E-03,-24.92301140047E+00,+154.24949E-06
+15.05000E-06,-161.01738281E-03,-24.90863623317E+00,+227.19672E-06
+15.07500E-06,-146.86292256E-03,-24.91219536049E+00,+25.26172E-06
+15.10000E-06,-155.80920899E-03,-24.90962338465E+00,+169.63099E-06
+15.12500E-06,-171.99394043E-03,-24.91366798457E+00,+97.85178E-06
+15.15000E-06,-166.77732426E-03,-24.92698356204E+00,-16.17374E-06
+15.17500E-06,-154.03217049E-03,-24.90136658162E+00,+247.93981E-06
+15.20000E-06,-171.02160075E-03,-24.92785429206E+00,+47.08506E-06
+15.22500E-06,-154.61209184E-03,-24.91614366490E+00,+80.63947E-06
+15.25000E-06,-152.17101005E-03,-24.91571751486E+00,+147.48542E-06
+15.27500E-06,-152.39118945E-03,-24.90417573463E+00,+81.13093E-06
+15.30000E-06,-149.88874990E-03,-24.91291461824E+00,+62.46095E-06
+15.32500E-06,-139.00607569E-03,-24.94840974674E+00,+211.39627E-06
+15.35000E-06,-137.26133670E-03,-24.92838446386E+00,+15.75093E-06
+15.37500E-06,-149.30351440E-03,-24.92896005097E+00,+19.47307E-06
+15.40000E-06,-142.16618909E-03,-24.91527968122E+00,+83.92438E-06
+15.42500E-06,-171.29940670E-03,-24.91857053792E+00,-17.91745E-06
+15.45000E-06,-143.70243227E-03,-24.90618079185E+00,+39.06567E-06
+15.47500E-06,-131.73461507E-03,-24.91171787797E+00,+117.46959E-06
+15.50000E-06,-134.83687578E-03,-24.91480917118E+00,-35.49342E-06
+15.52500E-06,-152.96786954E-03,-24.91349974067E+00,-36.09273E-06
+15.55000E-06,-145.64892072E-03,-24.91575162345E+00,+103.95777E-06
+15.57500E-06,-148.22391169E-03,-24.92994094607E+00,+30.94960E-06
+15.60000E-06,-165.44716478E-03,-24.91931787400E+00,+12.72224E-06
+15.62500E-06,-157.79233119E-03,-24.90820164078E+00,-1.12182E-06
+15.65000E-06,-149.49248727E-03,-24.91727388400E+00,+34.91503E-06
+15.67500E-06,-143.71701793E-03,-24.90816078586E+00,+22.25464E-06
+15.70000E-06,-132.36684880E-03,-24.90212680736E+00,+88.98478E-06
+15.72500E-06,-154.47614745E-03,-24.93151913716E+00,+20.28480E-06
+15.75000E-06,-149.38884240E-03,-24.90835771112E+00,+32.83375E-06
+15.77500E-06,-152.91182593E-03,-24.91161050188E+00,+194.61711E-06
+15.80000E-06,-134.07977823E-03,-24.93093269561E+00,+64.96866E-06
+15.82500E-06,-156.51448410E-03,-24.93400145077E+00,-27.07453E-06
+15.85000E-06,-140.49942874E-03,-24.90606979761E+00,+185.15143E-06
+15.87500E-06,-141.56470961E-03,-24.89901033787E+00,+64.91246E-06
+15.90000E-06,-138.30901679E-03,-24.92929510658E+00,+16.94579E-06
+15.92500E-06,-146.79866274E-03,-24.91473266242E+00,+193.80067E-06
+15.95000E-06,-153.64303110E-03,-24.92105371838E+00,+83.35724E-06
+15.97500E-06,-162.80252446E-03,-24.91703923200E+00,+20.11698E-06
+16.00000E-06,-157.09911657E-03,-24.92614211641E+00,+221.73893E-06
+16.02500E-06,-128.99032491E-03,-24.91909381263E+00,+197.16166E-06
+16.05000E-06,-145.14275684E-03,-24.91857415607E+00,+148.50462E-06
+16.07500E-06,-155.79571631E-03,-24.92890785164E+00,+254.08008E-06
+16.10000E-06,-159.60973465E-03,-24.92324194436E+00,+235.98457E-06
+16.12500E-06,-142.82567201E-03,-24.90364593971E+00,+101.05375E-06
+16.15000E-06,-138.05227901E-03,-24.91407966201E+00,+354.27396E-06
+16.17500E-06,-141.63202224E-03,-24.91795650799E+00,+283.34330E-06
+16.20000E-06,-169.69637853E-03,-24.90925361742E+00,+213.64501E-06
+16.22500E-06,-146.65487903E-03,-24.90591289811E+00,+368.39786E-06
+16.25000E-06,-165.41569443E-03,-24.90954446378E+00,+411.47951E-06
+16.27500E-06,-144.53569938E-03,-24.90357010935E+00,+282.90089E-06
+16.30000E-06,-138.93239360E-03,-24.92162508431E+00,+434.06520E-06
+16.32500E-06,-158.64342521E-03,-24.92664417219E+00,+533.44548E-06
+16.35000E-06,-146.96701971E-03,-24.93152637346E+00,+517.00443E-06
+16.37500E-06,-148.82482583E-03,-24.91309793775E+00,+497.18696E-06
+16.40000E-06,-158.88761254E-03,-24.90149265148E+00,+699.30493E-06
+16.42500E-06,-152.41301141E-03,-24.93699177502E+00,+851.60569E-06
+16.45000E-06,-153.40608007E-03,-24.92383223019E+00,+695.82176E-06
+16.47500E-06,-151.93432284E-03,-24.91520174028E+00,+964.33341E-06
+16.50000E-06,-161.13489726E-03,-24.91242469833E+00,+873.06457E-06
+16.52500E-06,-151.21261531E-03,-24.90333813328E+00,+953.01799E-06
+16.55000E-06,-162.53591215E-03,-24.93026616484E+00,+1.03623223E-03
+16.57500E-06,-168.42022745E-03,-24.90769822820E+00,+958.75839E-06
+16.60000E-06,-142.69221510E-03,-24.92862081187E+00,+1.13451754E-03
+16.62500E-06,-161.10862799E-03,-24.91602675348E+00,+1.11302297E-03
+16.65000E-06,-149.94094922E-03,-24.91060868936E+00,+1.08446525E-03
+16.67500E-06,-160.01406273E-03,-24.91366187894E+00,+1.29292680E-03
+16.70000E-06,-134.46741007E-03,-24.91464782437E+00,+1.15820707E-03
+16.72500E-06,-138.81352235E-03,-24.90974858765E+00,+1.17439545E-03
+16.75000E-06,-137.81170983E-03,-24.90716907400E+00,+1.21089677E-03
+16.77500E-06,-165.60135067E-03,-24.92787264663E+00,+1.07472785E-03
+16.80000E-06,-150.61064587E-03,-24.91712131874E+00,+1.10488632E-03
+16.82500E-06,-154.15673279E-03,-24.91192701449E+00,+1.15964818E-03
+16.85000E-06,-143.88039995E-03,-24.92657376905E+00,+1.06729994E-03
+16.87500E-06,-155.99083250E-03,-24.93496157920E+00,+1.05307541E-03
+16.90000E-06,-153.90741975E-03,-24.92112080488E+00,+866.52009E-06
+16.92500E-06,-137.63442056E-03,-24.90456871830E+00,+869.22565E-06
+16.95000E-06,-153.13995772E-03,-24.93008186541E+00,+851.29914E-06
+16.97500E-06,-158.99811682E-03,-24.91386197008E+00,+737.11316E-06
+17.00000E-06,-148.00565442E-03,-24.91519107427E+00,+631.90971E-06
+17.02500E-06,-135.29050113E-03,-24.91497945028E+00,+590.58810E-06
+17.05000E-06,-156.43955828E-03,-24.91955998843E+00,+424.30401E-06
+17.07500E-06,-153.14734477E-03,-24.92641524893E+00,+463.37187E-06
+17.10000E-06,-144.51534730E-03,-24.91423418710E+00,+349.67849E-06
+17.12500E-06,-162.02797688E-03,-24.91171196079E+00,+295.52395E-06
+17.15000E-06,-148.53631619E-03,-24.91450268386E+00,+127.43491E-06
+17.17500E-06,-146.43530265E-03,-24.91823604764E+00,+139.60274E-06
+17.20000E-06,-160.12562231E-03,-24.92698382587E+00,+180.78918E-06
+17.22500E-06,-142.87059735E-03,-24.90544118202E+00,-126.64736E-06
+17.25000E-06,-160.79445211E-03,-24.90987590125E+00,-86.35753E-06
+17.27500E-06,-144.45557247E-03,-24.92802166911E+00,-45.06345E-06
+17.30000E-06,-163.55540083E-03,-24.91542621623E+00,-217.39763E-06
+17.32500E-06,-149.22764635E-03,-24.91226060023E+00,-186.97075E-06
+17.35000E-06,-130.98347239E-03,-24.91650129625E+00,-217.53545E-06
+17.37500E-06,-150.80757114E-03,-24.91284975539E+00,-338.02748E-06
+17.40000E-06,-146.46021511E-03,-24.91737504140E+00,-229.34283E-06
+17.42500E-06,-149.02947735E-03,-24.92140999292E+00,-185.28530E-06
+17.45000E-06,-144.77879372E-03,-24.91897935100E+00,-329.40622E-06
+17.47500E-06,-158.52643842E-03,-24.91084149460E+00,-362.10906E-06
+17.50000E-06,-156.31420451E-03,-24.92207467693E+00,-166.27558E-06
+17.52500E-06,-141.36623910E-03,-24.91773666779E+00,-281.11874E-06
+17.55000E-06,-169.19040309E-03,-24.90252943943E+00,-321.44095E-06
+17.57500E-06,-142.76427655E-03,-24.92320327540E+00,-232.84556E-06
+17.60000E-06,-146.40221167E-03,-24.89516654518E+00,-176.85299E-06
+17.62500E-06,-147.39678789E-03,-24.91481116870E+00,-189.27784E-06
+17.65000E-06,-163.73201170E-03,-24.91349065761E+00,-265.66445E-06
+17.67500E-06,-155.25114729E-03,-24.92803357885E+00,-165.83395E-06
+17.70000E-06,-153.14802317E-03,-24.92119652217E+00,-124.95895E-06
+17.72500E-06,-152.49611575E-03,-24.91823842205E+00,-217.94069E-06
+17.75000E-06,-164.90203042E-03,-24.92344569134E+00,-144.91931E-06
+17.77500E-06,-126.29156311E-03,-24.92195252673E+00,-53.04174E-06
+17.80000E-06,-148.52934371E-03,-24.91678867523E+00,-66.33876E-06
+17.82500E-06,-162.58453102E-03,-24.89391376131E+00,-154.92337E-06
+17.85000E-06,-165.13004915E-03,-24.92829084428E+00,-188.85744E-06
+17.87500E-06,-152.23511911E-03,-24.90465819210E+00,-143.92947E-06
+17.90000E-06,-147.61240692E-03,-24.91425276780E+00,-117.14085E-06
+17.92500E-06,-169.92123138E-03,-24.92024460995E+00,-118.86397E-06
+17.95000E-06,-154.55295772E-03,-24.92419227364E+00,-170.79546E-06
+17.97500E-06,-150.23967260E-03,-24.92042091930E+00,-77.46973E-06
+18.00000E-06,-158.99811682E-03,-24.92810967303E+00,-226.42606E-06
+18.02500E-06,-162.61494608E-03,-24.92116866996E+00,-243.73030E-06
+18.05000E-06,-159.33027038E-03,-24.91893872221E+00,-200.36686E-06
+18.07500E-06,-150.49260378E-03,-24.90485100926E+00,-329.36485E-06
+18.10000E-06,-144.07977500E-03,-24.90748939320E+00,-354.44745E-06
+18.12500E-06,-169.61549784E-03,-24.91543646765E+00,-234.81660E-06
+18.15000E-06,-157.97862814E-03,-24.91794938476E+00,-304.33417E-06
+18.17500E-06,-148.20992905E-03,-24.92924411330E+00,-505.08381E-06
+18.20000E-06,-152.96764340E-03,-24.91805710005E+00,-339.73024E-06
+18.22500E-06,-148.67983607E-03,-24.91609595057E+00,-418.49124E-06
+18.25000E-06,-150.37652152E-03,-24.90535506255E+00,-560.62658E-06
+18.27500E-06,-151.30223986E-03,-24.92611652555E+00,-568.90303E-06
+18.30000E-06,-152.79691203E-03,-24.90976603768E+00,-397.26139E-06
+18.32500E-06,-137.34119979E-03,-24.91147629119E+00,-547.14849E-06
+18.35000E-06,-156.24478129E-03,-24.92618059693E+00,-517.01927E-06
+18.37500E-06,-163.54699617E-03,-24.90908039857E+00,-672.60420E-06
+18.40000E-06,-158.75310034E-03,-24.91488409700E+00,-571.53740E-06
+18.42500E-06,-153.32101589E-03,-24.89986090425E+00,-566.48415E-06
+18.45000E-06,-151.71730932E-03,-24.93311296921E+00,-583.83995E-06
+18.47500E-06,-139.95289989E-03,-24.93333397777E+00,-574.13107E-06
+18.50000E-06,-142.92867617E-03,-24.91162075330E+00,-608.18376E-06
+18.52500E-06,-166.84222480E-03,-24.92367261708E+00,-616.53234E-06
+18.55000E-06,-168.13518520E-03,-24.90485146153E+00,-531.52943E-06
+18.57500E-06,-143.57854838E-03,-24.91556981149E+00,-481.47174E-06
+18.60000E-06,-131.95961867E-03,-24.90217045127E+00,-641.99560E-06
+18.62500E-06,-162.54989478E-03,-24.92917465239E+00,-557.24102E-06
+18.65000E-06,-175.10603799E-03,-24.89783907540E+00,-469.17845E-06
+18.67500E-06,-151.27532988E-03,-24.91223127815E+00,-402.71557E-06
+18.70000E-06,-156.82353427E-03,-24.90436417985E+00,-440.34660E-06
+18.72500E-06,-142.15476931E-03,-24.89858580846E+00,-438.85427E-06
+18.75000E-06,-167.05795690E-03,-24.89506998585E+00,-353.99576E-06
+18.77500E-06,-140.22109514E-03,-24.90049754761E+00,-444.75242E-06
+18.80000E-06,-152.36476943E-03,-24.90000359498E+00,-192.41782E-06
+18.82500E-06,-149.30106461E-03,-24.90002451240E+00,-322.17070E-06
+18.85000E-06,-141.80863311E-03,-24.91783089040E+00,-405.57873E-06
+18.87500E-06,-155.14482650E-03,-24.91670406332E+00,-256.17978E-06
+18.90000E-06,-157.88108889E-03,-24.92390112576E+00,-233.87507E-06
+18.92500E-06,-153.92072399E-03,-24.91359136274E+00,-363.08632E-06
+18.95000E-06,-130.23334731E-03,-24.89673561553E+00,-322.82444E-06
+18.97500E-06,-149.10787056E-03,-24.92140083448E+00,-382.38920E-06
+19.00000E-06,-141.42480787E-03,-24.90576817218E+00,-293.27249E-06
+19.02500E-06,-158.56774561E-03,-24.90477016625E+00,-241.41635E-06
+19.05000E-06,-149.57121969E-03,-24.92048197555E+00,-340.41069E-06
+19.07500E-06,-164.33929529E-03,-24.91088046507E+00,-479.07339E-06
+19.10000E-06,-145.29894024E-03,-24.91300910467E+00,-396.54075E-06
+19.12500E-06,-148.28150055E-03,-24.91911827282E+00,-369.82217E-06
+19.15000E-06,-138.59756412E-03,-24.91818984087E+00,-639.85103E-06
+19.17500E-06,-153.98170486E-03,-24.91497775428E+00,-642.24799E-06
+19.20000E-06,-143.09605322E-03,-24.90814816003E+00,-484.02320E-06
+19.22500E-06,-145.82613461E-03,-24.90031377582E+00,-779.95791E-06
+19.25000E-06,-162.58004602E-03,-24.89048816627E+00,-727.81195E-06
+19.27500E-06,-133.99686234E-03,-24.90766920764E+00,-687.74684E-06
+19.30000E-06,-135.64353442E-03,-24.89845483903E+00,-734.14013E-06
+19.32500E-06,-165.96844197E-03,-24.92571182058E+00,-882.50634E-06
+19.35000E-06,-139.89335120E-03,-24.93645779662E+00,-858.77397E-06
+19.37500E-06,-154.04057515E-03,-24.90571857339E+00,-816.87759E-06
+19.40000E-06,-142.31215876E-03,-24.92700760765E+00,-1.00350102E-03
+19.42500E-06,-149.48551480E-03,-24.91379929320E+00,-828.30708E-06
+19.45000E-06,-145.38268530E-03,-24.90535604247E+00,-902.91933E-06
+19.47500E-06,-159.75283996E-03,-24.90142417048E+00,-971.25282E-06
+19.50000E-06,-170.85799260E-03,-24.91634499978E+00,-961.82595E-06
+19.52500E-06,-140.55886436E-03,-24.93910420833E+00,-880.88106E-06
+19.55000E-06,-142.43762559E-03,-24.90780763950E+00,-959.67716E-06
+19.57500E-06,-142.66752877E-03,-24.91478260040E+00,-984.64700E-06
+19.60000E-06,-162.14926023E-03,-24.89899997338E+00,-937.59647E-06
+19.62500E-06,-147.66079966E-03,-24.90969133800E+00,-861.29585E-06
+19.65000E-06,-136.84528733E-03,-24.90794769199E+00,-841.54160E-06
+19.67500E-06,-149.35793738E-03,-24.91139424214E+00,-762.40272E-06
+19.70000E-06,-173.47821043E-03,-24.92180810231E+00,-784.54214E-06
+19.72500E-06,-163.06246580E-03,-24.91649858264E+00,-914.26002E-06
+19.75000E-06,-154.77332557E-03,-24.91096854437E+00,-864.76882E-06
+19.77500E-06,-148.88550519E-03,-24.93348367866E+00,-780.02530E-06
+19.80000E-06,-141.45627823E-03,-24.91259245228E+00,-659.17432E-06
+19.82500E-06,-145.73127128E-03,-24.91409164713E+00,-704.62589E-06
+19.85000E-06,-150.37998891E-03,-24.91649903491E+00,-669.75786E-06
+19.87500E-06,-165.31728833E-03,-24.92204471414E+00,-793.43907E-06
+19.90000E-06,-157.10729510E-03,-24.90289777447E+00,-636.37722E-06
+19.92500E-06,-147.22047854E-03,-24.91422404874E+00,-726.64993E-06
+19.95000E-06,-155.25408704E-03,-24.89991054072E+00,-840.33329E-06
+19.97500E-06,-168.43462466E-03,-24.90688037591E+00,-650.48133E-06
+20.00000E-06,-151.70664332E-03,-24.90923318996E+00,-733.75069E-06
+20.02500E-06,-149.16621320E-03,-24.93269782437E+00,-802.99530E-06
