##x-axis,1,2,4
##second,Volt,Volt,Volt
#-6.20000E-06,,,
+2.37500E-06,-125.50156303E-03,-24.92547882690E+00,+2.09470611E-03
+2.40000E-06,-131.06386312E-03,-24.95639982439E+00,+2.01215191E-03
+2.42500E-06,-138.18121324E-03,-24.93897048760E+00,+1.99155692E-03
+2.45000E-06,-140.38477866E-03,-24.94537449714E+00,+1.93441849E-03
+2.47500E-06,-150.57220305E-03,-24.93334829961E+00,+2.04598774E-03
+2.50000E-06,-167.36730858E-03,-24.93454843188E+00,+1.97604309E-03
+2.52500E-06,-149.18713062E-03,-24.94964183932E+00,+2.01643356E-03
+2.55000E-06,-147.30237683E-03,-24.95348932554E+00,+2.01477690E-03
+2.57500E-06,-135.96415513E-03,-24.94831450652E+00,+1.96422971E-03
+2.60000E-06,-141.77542906E-03,-24.93487986935E+00,+1.96308798E-03
+2.62500E-06,-131.78862347E-03,-24.93411093744E+00,+1.83924524E-03
+2.65000E-06,-151.22565572E-03,-24.93609319279E+00,+1.65828150E-03
+2.67500E-06,-153.67860956E-03,-24.94687086532E+00,+1.85284722E-03
+2.70000E-06,-139.61972873E-03,-24.96044250217E+00,+1.72675360E-03
+2.72500E-06,-152.71670974E-03,-24.93403740611E+00,+1.54170332E-03
+2.75000E-06,-134.04465204E-03,-24.94349411528E+00,+1.58090804E-03
+2.77500E-06,-133.60892899E-03,-24.95134610027E+00,+1.51756846E-03
+2.80000E-06,-136.88512465E-03,-24.95288452942E+00,+1.44640901E-03
+2.82500E-06,-158.62201784E-03,-24.93446250086E+00,+1.41968103E-03
+2.85000E-06,-150.36118208E-03,-24.93507374180E+00,+1.30117491E-03
+2.87500E-06,-146.92386575E-03,-24.92529501742E+00,+1.26811215E-03
+2.90000E-06,-133.21345783E-03,-24.93082848540E+00,+1.26007184E-03
+2.92500E-06,-150.45265339E-03,-24.94191354978E+00,+1.13790564E-03
+2.95000E-06,-139.14989708E-03,-24.92609104776E+00,+1.14952966E-03
+2.97500E-06,-129.13392017E-03,-24.93400555887E+00,+1.27133137E-03
+3.00000E-06,-126.93397289E-03,-24.94600748466E+00,+972.38521E-06
+3.02500E-06,-160.21739513E-03,-24.94997463360E+00,+1.11874163E-03
+3.05000E-06,-151.50338629E-03,-24.95075264856E+00,+1.24659876E-03
+3.07500E-06,-150.47541758E-03,-24.92519404847E+00,+1.13556479E-03
+3.10000E-06,-174.02651066E-03,-24.92544102479E+00,+1.10779305E-03
+3.12500E-06,-143.61751885E-03,-24.96712831271E+00,+1.27079202E-03
+3.15000E-06,-141.49641706E-03,-24.94353176664E+00,+1.19042252E-03
+3.17500E-06,-141.57654397E-03,-24.95702746007E+00,+1.20381916E-03
+3.20000E-06,-153.32007367E-03,-24.94821112547E+00,+1.23283810E-03
+3.22500E-06,-135.31009944E-03,-24.95479694697E+00,+1.26200809E-03
+3.25000E-06,-128.72009445E-03,-24.94446818867E+00,+1.36449021E-03
+3.27500E-06,-166.14595737E-03,-24.93825620480E+00,+1.26589109E-03
+3.30000E-06,-148.46259641E-03,-24.94684350307E+00,+1.49243243E-03
+3.32500E-06,-148.40870108E-03,-24.93365520150E+00,+1.35650942E-03
+3.35000E-06,-148.13534243E-03,-24.94703963687E+00,+1.41688073E-03
+3.37500E-06,-145.36591368E-03,-24.95152648005E+00,+1.58352694E-03
+3.40000E-06,-142.05312195E-03,-24.93250888918E+00,+1.44006739E-03
+3.42500E-06,-141.31758254E-03,-24.93823472205E+00,+1.54678896E-03
+3.45000E-06,-142.06695383E-03,-24.96072162724E+00,+1.57678826E-03
+3.47500E-06,-146.32943412E-03,-24.92908220116E+00,+1.64174979E-03
+3.50000E-06,-139.08103920E-03,-24.95938313848E+00,+1.55461993E-03
+3.52500E-06,-131.74415039E-03,-24.96184204719E+00,+1.55902798E-03
+3.55000E-06,-151.04644431E-03,-24.94134727187E+00,+1.65577796E-03
+3.57500E-06,-139.49380963E-03,-24.94112121298E+00,+1.72108559E-03
+3.60000E-06,-141.21518140E-03,-24.94254661268E+00,+1.69327937E-03
+3.62500E-06,-154.39620898E-03,-24.95312491016E+00,+1.73195843E-03
+3.65000E-06,-138.79366023E-03,-24.92357575623E+00,+1.86190872E-03
+3.67500E-06,-142.00800816E-03,-24.92879105329E+00,+1.70102335E-03
+3.70000E-06,-139.09841385E-03,-24.93836101804E+00,+1.64767982E-03
+3.72500E-06,-144.59713252E-03,-24.95777441926E+00,+2.05742923E-03
+3.75000E-06,-128.14631642E-03,-24.94061953409E+00,+1.87900646E-03
+3.77500E-06,-148.35111222E-03,-24.94845399368E+00,+1.72890963E-03
+3.80000E-06,-168.61553208E-03,-24.93904548880E+00,+1.91945272E-03
+3.82500E-06,-152.51439494E-03,-24.93814423065E+00,+1.97781818E-03
+3.85000E-06,-135.14038567E-03,-24.93717957953E+00,+2.03070713E-03
+3.87500E-06,-130.55536252E-03,-24.96188591724E+00,+2.11124681E-03
+3.90000E-06,-136.68559884E-03,-24.95006335361E+00,+2.04855425E-03
+3.92500E-06,-141.16328359E-03,-24.93783461514E+00,+2.12220428E-03
+3.95000E-06,-150.26462275E-03,-24.92916899904E+00,+2.20053372E-03
+3.97500E-06,-133.01306518E-03,-24.95090276403E+00,+2.29994925E-03
+4.00000E-06,-131.81138765E-03,-24.92584003871E+00,+2.16465137E-03
+4.02500E-06,-116.76889811E-03,-24.92560591436E+00,+2.25122220E-03
+4.05000E-06,-132.67039638E-03,-24.93043734849E+00,+2.37182283E-03
+4.07500E-06,-141.50904289E-03,-24.93038741050E+00,+2.25010745E-03
+4.10000E-06,-117.72619987E-03,-24.93821173173E+00,+2.42607597E-03
+4.12500E-06,-124.45230000E-03,-24.93899366636E+00,+2.37460796E-03
+4.15000E-06,-128.46972612E-03,-24.93515933362E+00,+2.24742893E-03
+4.17500E-06,-143.01215740E-03,-24.94348608752E+00,+2.44650714E-03
+4.20000E-06,-128.30543957E-03,-24.93516562769E+00,+2.47008348E-03
+4.22500E-06,-138.58354380E-03,-24.93746677006E+00,+2.52441028E-03
+4.25000E-06,-163.46313805E-03,-24.93435342876E+00,+2.45477298E-03
+4.27500E-06,-128.61539428E-03,-24.93663621656E+00,+2.35370239E-03
+4.30000E-06,-148.55663058E-03,-24.93583302531E+00,+2.42336981E-03
+4.32500E-06,-144.67424431E-03,-24.93585104067E+00,+2.42057530E-03
+4.35000E-06,-147.80420648E-03,-24.92880507361E+00,+2.22443210E-03
+4.37500E-06,-151.66695675E-03,-24.94829174234E+00,+2.27104953E-03
+4.40000E-06,-148.52372804E-03,-24.92099741094E+00,+2.26430796E-03
+4.42500E-06,-144.26528048E-03,-24.94771928342E+00,+2.37114654E-03
+4.45000E-06,-145.65012677E-03,-24.95320292648E+00,+2.22828420E-03
+4.47500E-06,-133.12579311E-03,-24.92921211530E+00,+2.11821804E-03
+4.50000E-06,-142.80807122E-03,-24.93935725258E+00,+2.05831266E-03
+4.52500E-06,-163.65712356E-03,-24.94752902912E+00,+2.15028129E-03
+4.55000E-06,-137.74850530E-03,-24.93562792153E+00,+1.94525201E-03
+4.57500E-06,-157.01827357E-03,-24.94248559412E+00,+1.92320899E-03
+4.60000E-06,-134.87614777E-03,-24.93327702962E+00,+1.94865479E-03
+4.62500E-06,-125.64105018E-03,-24.93739900515E+00,+1.91116010E-03
+4.65000E-06,-171.40621746E-03,-24.94830877778E+00,+1.65609096E-03
+4.67500E-06,-153.72165045E-03,-24.93750513750E+00,+1.85007065E-03
+4.70000E-06,-158.62160326E-03,-24.93552604804E+00,+1.79085501E-03
+4.72500E-06,-131.63247775E-03,-24.93760052848E+00,+1.53881546E-03
+4.75000E-06,-164.49434802E-03,-24.95025406018E+00,+1.59714029E-03
+4.77500E-06,-138.90374993E-03,-24.93909847959E+00,+1.60124716E-03
+4.80000E-06,-154.70699285E-03,-24.92678674985E+00,+1.43716998E-03
+4.82500E-06,-141.21578443E-03,-24.92834473961E+00,+1.45043221E-03
+4.85000E-06,-137.59560085E-03,-24.94603805048E+00,+1.47883923E-03
+4.87500E-06,-156.93320940E-03,-24.93555047054E+00,+1.25654885E-03
+4.90000E-06,-142.76943995E-03,-24.93480072235E+00,+1.22309292E-03
+4.92500E-06,-154.29848129E-03,-24.95590157521E+00,+1.26324119E-03
+4.95000E-06,-160.19681691E-03,-24.93229681292E+00,+1.06852972E-03
+4.97500E-06,-134.46104062E-03,-24.93962978207E+00,+1.13784150E-03
+5.00000E-06,-127.95756968E-03,-24.93662713350E+00,+851.93760E-06
+5.02500E-06,-136.86217202E-03,-24.94627639600E+00,+990.78467E-06
+5.05000E-06,-131.82028227E-03,-24.92330243528E+00,+951.19438E-06
+5.07500E-06,-141.38723189E-03,-24.92863483219E+00,+712.58088E-06
+5.10000E-06,-150.92173125E-03,-24.94221427068E+00,+840.57320E-06
+5.12500E-06,-139.73486876E-03,-24.94688266199E+00,+765.81605E-06
+5.15000E-06,-142.86856214E-03,-24.93754154512E+00,+610.35558E-06
+5.17500E-06,-149.14205453E-03,-24.91932122833E+00,+538.43289E-06
+5.20000E-06,-142.00593527E-03,-24.95588913782E+00,+592.20155E-06
+5.22500E-06,-136.55150122E-03,-24.92869332559E+00,+612.20084E-06
+5.25000E-06,-150.91494723E-03,-24.94470838095E+00,+478.14401E-06
+5.27500E-06,-152.60281344E-03,-24.91597142596E+00,+516.19014E-06
+5.30000E-06,-153.56622082E-03,-24.94720392341E+00,+561.30570E-06
+5.32500E-06,-162.27393559E-03,-24.92234053546E+00,+414.28071E-06
+5.35000E-06,-142.13113828E-03,-24.94213244776E+00,+420.84717E-06
+5.37500E-06,-153.83079792E-03,-24.94715651060E+00,+426.07889E-06
+5.40000E-06,-143.80328816E-03,-24.93116866673E+00,+414.45079E-06
+5.42500E-06,-132.50237861E-03,-24.93042981068E+00,+351.76453E-06
+5.45000E-06,-139.81273433E-03,-24.94290884210E+00,+319.77178E-06
+5.47500E-06,-161.89764816E-03,-24.93520878165E+00,+447.74318E-06
+5.50000E-06,-146.63863505E-03,-24.95384439404E+00,+157.62703E-06
+5.52500E-06,-149.02152496E-03,-24.94131787442E+00,+422.82476E-06
+5.55000E-06,-148.46048583E-03,-24.92427925996E+00,+323.03324E-06
+5.57500E-06,-165.18748726E-03,-24.92396361420E+00,+334.62868E-06
+5.60000E-06,-122.09485020E-03,-24.94013504141E+00,+212.31636E-06
+5.62500E-06,-161.29654557E-03,-24.93025255910E+00,+182.04736E-06
+5.65000E-06,-150.96884256E-03,-24.96307998158E+00,+156.66068E-06
+5.67500E-06,-142.66624734E-03,-24.94884222853E+00,+217.03440E-06
+5.70000E-06,-126.34255639E-03,-24.93030973338E+00,+63.19523E-06
+5.72500E-06,-140.58626430E-03,-24.93938186353E+00,+47.40662E-06
+5.75000E-06,-157.91787340E-03,-24.93940183872E+00,+70.30573E-06
+5.77500E-06,-149.38989769E-03,-24.93243803378E+00,-57.83440E-06
+5.80000E-06,-148.57174389E-03,-24.92899495102E+00,-78.06033E-06
+5.82500E-06,-143.68799737E-03,-24.94958918773E+00,-100.01423E-06
+5.85000E-06,-128.45834403E-03,-24.93263431833E+00,-281.12522E-06
+5.87500E-06,-137.58866606E-03,-24.93280949701E+00,-323.80653E-06
+5.90000E-06,-149.20537212E-03,-24.93803018360E+00,-332.60080E-06
+5.92500E-06,-157.52368367E-03,-24.93978668157E+00,-553.76850E-06
+5.95000E-06,-141.60925806E-03,-24.94573966631E+00,-506.52715E-06
+5.97500E-06,-139.85807425E-03,-24.94577381258E+00,-765.94006E-06
+6.00000E-06,-131.07807189E-03,-24.92543974336E+00,-850.12400E-06
+6.02500E-06,-143.56113604E-03,-24.94583076073E+00,-806.22359E-06
+6.05000E-06,-133.68393019E-03,-24.93446924720E+00,-1.01174901E-03
+6.07500E-06,-174.89445169E-03,-24.94625423485E+00,-1.23876764E-03
+6.10000E-06,-155.15722619E-03,-24.92256486066E+00,-1.42597480E-03
+6.12500E-06,-144.09443604E-03,-24.94528781234E+00,-1.37015883E-03
+6.15000E-06,-151.89746295E-03,-24.93504031162E+00,-1.59297100E-03
+6.17500E-06,-140.20262750E-03,-24.94662147690E+00,-1.88775122E-03
+6.20000E-06,-133.08094315E-03,-24.92442259140E+00,-1.82616331E-03
+6.22500E-06,-138.50869335E-03,-24.94142212232E+00,-1.94138846E-03
+6.25000E-06,-157.70956604E-03,-24.94198862636E+00,-2.15125442E-03
+6.27500E-06,-157.60328294E-03,-24.93465942612E+00,-2.25419370E-03
+6.30000E-06,-139.65583483E-03,-24.94353926676E+00,-2.39018168E-03
+6.32500E-06,-146.54916126E-03,-24.92944458134E+00,-2.53496029E-03
+6.35000E-06,-156.71502751E-03,-24.94844050100E+00,-2.78135040E-03
+6.37500E-06,-154.46830813E-03,-24.95282260632E+00,-2.79128113E-03
+6.40000E-06,-143.58461632E-03,-24.95144906675E+00,-2.85601294E-03
+6.42500E-06,-159.41759590E-03,-24.95108129704E+00,-3.20112974E-03
+6.45000E-06,-142.32674442E-03,-24.93386727776E+00,-3.21442538E-03
+6.47500E-06,-141.19309562E-03,-24.94067011279E+00,-3.35476775E-03
+6.50000E-06,-161.09498456E-03,-24.94721029286E+00,-3.54657480E-03
+6.52500E-06,-158.61252020E-03,-24.93102077491E+00,-3.59719701E-03
+6.55000E-06,-151.67053721E-03,-24.92041179855E+00,-3.79701748E-03
+6.57500E-06,-152.12261731E-03,-24.93895352752E+00,-3.95470434E-03
+6.60000E-06,-141.72424734E-03,-24.94078302917E+00,-3.90366759E-03
+6.62500E-06,-143.37947484E-03,-24.92841212762E+00,-4.14937631E-03
+6.65000E-06,-144.75538883E-03,-24.93609937380E+00,-4.20053789E-03
+6.67500E-06,-147.41386103E-03,-24.93188555006E+00,-4.23683045E-03
+6.70000E-06,-152.24047096E-03,-24.94703647099E+00,-4.46093660E-03
+6.72500E-06,-170.57362875E-03,-24.96152711752E+00,-4.42393123E-03
+6.75000E-06,-160.82524406E-03,-24.91730814334E+00,-4.50401159E-03
+6.77500E-06,-136.43715265E-03,-24.95105133425E+00,-4.65507190E-03
+6.80000E-06,-140.51849940E-03,-24.93646831186E+00,-4.65417994E-03
+6.82500E-06,-143.75960655E-03,-24.94078125779E+00,-4.73092551E-03
+6.85000E-06,-152.27065988E-03,-24.92881585268E+00,-4.75629877E-03
+6.87500E-06,-125.89013709E-03,-24.95682420304E+00,-4.98559364E-03
+6.90000E-06,-150.82709406E-03,-24.93045521309E+00,-4.98887394E-03
+6.92500E-06,-133.26373502E-03,-24.92767760582E+00,-4.84627841E-03
+6.95000E-06,-141.02112051E-03,-24.92390930429E+00,-5.14508759E-03
+6.97500E-06,-162.22938714E-03,-24.94864334344E+00,-5.09407604E-03
+7.00000E-06,-135.54727660E-03,-24.92337630581E+00,-5.17413182E-03
+7.02500E-06,-157.97440697E-03,-24.94963192711E+00,-5.16619749E-03
+7.05000E-06,-146.43530265E-03,-24.95489147110E+00,-5.39315272E-03
+7.07500E-06,-139.16640489E-03,-24.93570492025E+00,-5.40212368E-03
+7.10000E-06,-129.94713670E-03,-24.93367046557E+00,-5.25612916E-03
+7.12500E-06,-152.92098436E-03,-24.94336307047E+00,-5.46563237E-03
+7.15000E-06,-158.14152019E-03,-24.93770684928E+00,-5.57392084E-03
+7.17500E-06,-150.79208094E-03,-24.94353760844E+00,-5.51458691E-03
+7.20000E-06,-143.10159351E-03,-24.93842863219E+00,-5.63413343E-03
+7.22500E-06,-158.50627478E-03,-24.93530771539E+00,-5.71500154E-03
+7.25000E-06,-146.50645957E-03,-24.93328667802E+00,-5.70452321E-03
+7.27500E-06,-144.34322142E-03,-24.92658873160E+00,-5.89791601E-03
+7.30000E-06,-146.72113637E-03,-24.95448175348E+00,-5.85365846E-03
+7.32500E-06,-156.04815754E-03,-24.95131402690E+00,-5.86546170E-03
+7.35000E-06,-143.30522742E-03,-24.92332011144E+00,-5.90177244E-03
+7.37500E-06,-134.26517065E-03,-24.94605870408E+00,-6.01339844E-03
+7.40000E-06,-160.53696055E-03,-24.93977692010E+00,-6.14306579E-03
+7.42500E-06,-155.92061781E-03,-24.93561646406E+00,-6.09939169E-03
+7.45000E-06,-153.96206887E-03,-24.93132978739E+00,-6.24162246E-03
+7.47500E-06,-148.18298138E-03,-24.91034539369E+00,-6.22241202E-03
+7.50000E-06,-112.98932756E-03,-24.94299677064E+00,-6.18317634E-03
+7.52500E-06,-121.45089517E-03,-24.92704092477E+00,-6.31135530E-03
+7.55000E-06,-158.65013386E-03,-24.91701918143E+00,-6.34892962E-03
+7.57500E-06,-141.78368296E-03,-24.92955712083E+00,-6.25114485E-03
+7.60000E-06,-139.86881563E-03,-24.94820125094E+00,-6.23206313E-03
+7.62500E-06,-141.92641138E-03,-24.91695627841E+00,-6.24890682E-03
+7.65000E-06,-133.37770669E-03,-24.93658036139E+00,-6.31543422E-03
+7.67500E-06,-152.96187698E-03,-24.93067448796E+00,-6.27097743E-03
+7.70000E-06,-135.18549945E-03,-24.92779334887E+00,-6.33366088E-03
+7.72500E-06,-142.80513148E-03,-24.93596580382E+00,-6.38851307E-03
+7.75000E-06,-159.14269200E-03,-24.92936302224E+00,-6.28272917E-03
+7.77500E-06,-173.72382994E-03,-24.92922854773E+00,-6.22979621E-03
+7.80000E-06,-149.50903276E-03,-24.91911725522E+00,-6.32472418E-03
+7.82500E-06,-133.26633557E-03,-24.94159537886E+00,-6.34650546E-03
+7.85000E-06,-124.83838658E-03,-24.94158305454E+00,-6.36798966E-03
+7.87500E-06,-131.84402636E-03,-24.92279001501E+00,-6.36930034E-03
+7.90000E-06,-142.05696623E-03,-24.91984163867E+00,-6.28487220E-03
+7.92500E-06,-150.94332708E-03,-24.91851607725E+00,-6.25408285E-03
+7.95000E-06,-144.13612012E-03,-24.92252061372E+00,-6.30362986E-03
+7.97500E-06,-139.33174673E-03,-24.94588989484E+00,-6.36445485E-03
+8.00000E-06,-149.17284648E-03,-24.93150790582E+00,-6.38347983E-03
+8.02500E-06,-143.35271562E-03,-24.93337928000E+00,-6.09927579E-03
+8.05000E-06,-126.58941964E-03,-24.92390387706E+00,-6.34238997E-03
+8.07500E-06,-139.80067383E-03,-24.93623192617E+00,-6.29758966E-03
+8.10000E-06,-145.63079229E-03,-24.92767361078E+00,-6.11385038E-03
+8.12500E-06,-150.29111815E-03,-24.93455657272E+00,-6.33675464E-03
+8.15000E-06,-152.71670974E-03,-24.90836366599E+00,-6.16016139E-03
+8.17500E-06,-154.73955619E-03,-24.93743209613E+00,-6.20132759E-03
+8.20000E-06,-150.70701676E-03,-24.92137535669E+00,-6.14472615E-03
+8.22500E-06,-154.52499245E-03,-24.91899751712E+00,-6.15867707E-03
+8.25000E-06,-133.18274126E-03,-24.92093070133E+00,-6.18819004E-03
+8.27500E-06,-144.18387214E-03,-24.94980635201E+00,-6.04676168E-03
+8.30000E-06,-147.27640908E-03,-24.92552152859E+00,-6.19747227E-03
+8.32500E-06,-126.94475196E-03,-24.94292018650E+00,-6.18936816E-03
+8.35000E-06,-148.65748647E-03,-24.92687972872E+00,-6.03051728E-03
+8.37500E-06,-157.52417363E-03,-24.93143818109E+00,-6.14964325E-03
+8.40000E-06,-160.27196887E-03,-24.93598653279E+00,-6.00137844E-03
+8.42500E-06,-146.15237099E-03,-24.92220643783E+00,-6.00800821E-03
+8.45000E-06,-153.11071102E-03,-24.91695880358E+00,-6.08861805E-03
+8.47500E-06,-153.96670462E-03,-24.92330394284E+00,-6.05684426E-03
+8.50000E-06,-153.70763012E-03,-24.92121581896E+00,-6.08131391E-03
+8.52500E-06,-147.07047614E-03,-24.93450569251E+00,-6.10153746E-03
+8.55000E-06,-159.85825622E-03,-24.92184492451E+00,-6.04764614E-03
+8.57500E-06,-150.16474678E-03,-24.93393711556E+00,-6.05507996E-03
+8.60000E-06,-141.81711315E-03,-24.90768337872E+00,-5.90558084E-03
+8.62500E-06,-153.93018394E-03,-24.93573684287E+00,-6.14145164E-03
+8.65000E-06,-131.63308078E-03,-24.92772222965E+00,-6.09431440E-03
+8.67500E-06,-152.18171374E-03,-24.93616174917E+00,-5.93593295E-03
+8.70000E-06,-154.46416233E-03,-24.91757324809E+00,-6.03581902E-03
+8.72500E-06,-156.34714474E-03,-24.94496440264E+00,-5.96632835E-03
+8.75000E-06,-140.87375634E-03,-24.92145099860E+00,-6.00909561E-03
+8.77500E-06,-152.31867573E-03,-24.91673824728E+00,-5.93565709E-03
+8.80000E-06,-139.59108505E-03,-24.92506714946E+00,-5.97924061E-03
+8.82500E-06,-135.52292948E-03,-24.92617946626E+00,-5.94157656E-03
+8.85000E-06,-125.24765193E-03,-24.91935024889E+00,-5.89614911E-03
+8.87500E-06,-156.02098374E-03,-24.94322637231E+00,-5.81229708E-03
+8.90000E-06,-141.96500496E-03,-24.92292528100E+00,-5.78394711E-03
+8.92500E-06,-166.73613014E-03,-24.92688866103E+00,-5.84311276E-03
+8.95000E-06,-154.45523003E-03,-24.91758949207E+00,-5.80526732E-03
+8.97500E-06,-148.44190513E-03,-24.93390997945E+00,-5.60135738E-03
+9.00000E-06,-142.50674730E-03,-24.94208186906E+00,-5.68922893E-03
+9.02500E-06,-137.44872664E-03,-24.92071493154E+00,-5.55128434E-03
+9.05000E-06,-145.23370050E-03,-24.92185457290E+00,-5.44962026E-03
+9.07500E-06,-151.26368397E-03,-24.90424274575E+00,-5.43792664E-03
+9.10000E-06,-125.21618157E-03,-24.92402497197E+00,-5.32698592E-03
+9.12500E-06,-163.56158183E-03,-24.93382728969E+00,-5.31444862E-03
+9.15000E-06,-167.35434355E-03,-24.91803761482E+00,-5.29995462E-03
+9.17500E-06,-154.83080137E-03,-24.92125573166E+00,-5.05858291E-03
+9.20000E-06,-135.11132741E-03,-24.93361766321E+00,-5.10365298E-03
+9.22500E-06,-137.04202415E-03,-24.91546360376E+00,-5.14436176E-03
+9.25000E-06,-131.19784768E-03,-24.93421612757E+00,-4.80032720E-03
+9.27500E-06,-140.07407017E-03,-24.92307520802E+00,-4.82899132E-03
+9.30000E-06,-154.51349729E-03,-24.91737477757E+00,-4.83803566E-03
+9.32500E-06,-155.51794805E-03,-24.94091192571E+00,-4.74459442E-03
+9.35000E-06,-143.78316221E-03,-24.91668111069E+00,-4.50769233E-03
+9.37500E-06,-129.87628130E-03,-24.93032997239E+00,-4.49183206E-03
+9.40000E-06,-162.17277819E-03,-24.95410836811E+00,-4.51866090E-03
+9.42500E-06,-129.42585951E-03,-24.93551869867E+00,-4.38396568E-03
+9.45000E-06,-141.46920557E-03,-24.92018762411E+00,-4.29168876E-03
+9.47500E-06,-157.43383299E-03,-24.92517750298E+00,-4.28722734E-03
+9.50000E-06,-162.05974875E-03,-24.93173788438E+00,-4.25614154E-03
+9.52500E-06,-131.01234220E-03,-24.94120699325E+00,-4.06635868E-03
+9.55000E-06,-146.77329801E-03,-24.94726396206E+00,-4.14077688E-03
+9.57500E-06,-150.20085288E-03,-24.94646457741E+00,-4.07847897E-03
+9.60000E-06,-159.31315955E-03,-24.93303024175E+00,-3.94508043E-03
+9.62500E-06,-169.03636796E-03,-24.93217364512E+00,-3.91759824E-03
+9.65000E-06,-161.95738530E-03,-24.92829333175E+00,-4.02540712E-03
+9.67500E-06,-135.44284026E-03,-24.94123654146E+00,-3.85797215E-03
+9.70000E-06,-158.70843882E-03,-24.92373883673E+00,-3.73756624E-03
+9.72500E-06,-139.83470704E-03,-24.92939358806E+00,-3.77719787E-03
+9.75000E-06,-145.27802282E-03,-24.92880835256E+00,-3.79141629E-03
+9.77500E-06,-148.77496322E-03,-24.92672301767E+00,-3.70724793E-03
+9.80000E-06,-135.94417994E-03,-24.91256493927E+00,-3.63015900E-03
+9.82500E-06,-159.63702152E-03,-24.93601076685E+00,-3.63591388E-03
+9.85000E-06,-157.41306632E-03,-24.92565355331E+00,-3.63095985E-03
+9.87500E-06,-169.34918704E-03,-24.90685037543E+00,-3.64345944E-03
+9.90000E-06,-129.17127001E-03,-24.93157299481E+00,-3.53279120E-03
+9.92500E-06,-144.67202066E-03,-24.92454278176E+00,-3.38312507E-03
+9.95000E-06,-152.55076487E-03,-24.92806862966E+00,-3.34864481E-03
+9.97500E-06,-150.51921225E-03,-24.92815855573E+00,-3.47457618E-03
+10.00000E-06,-153.81896356E-03,-24.93421827584E+00,-3.19131383E-03
+10.02500E-06,-159.96823285E-03,-24.95283417686E+00,-3.29384286E-03
+10.05000E-06,-158.61956805E-03,-24.92331890539E+00,-3.28185211E-03
+10.07500E-06,-140.18480059E-03,-24.91433805811E+00,-3.16317778E-03
+10.10000E-06,-148.00569211E-03,-24.92941277178E+00,-3.14566537E-03
+10.12500E-06,-151.90130724E-03,-24.91283098624E+00,-3.11018867E-03
+10.15000E-06,-158.36908665E-03,-24.92062040742E+00,-3.03369902E-03
+10.17500E-06,-151.68425602E-03,-24.92601981546E+00,-3.01624182E-03
+10.20000E-06,-148.16176245E-03,-24.92778351203E+00,-2.95641764E-03
+10.22500E-06,-162.13998872E-03,-24.92455292012E+00,-2.97433724E-03
+10.25000E-06,-144.36779468E-03,-24.90875156164E+00,-2.97932061E-03
+10.27500E-06,-150.67690322E-03,-24.91788753704E+00,-2.78771342E-03
+10.30000E-06,-165.27006396E-03,-24.93007101096E+00,-2.74104329E-03
+10.32500E-06,-139.33773929E-03,-24.92004391578E+00,-2.99453848E-03
+10.35000E-06,-145.96324736E-03,-24.93570160361E+00,-2.78655827E-03
+10.37500E-06,-150.55799428E-03,-24.92835574481E+00,-2.63816037E-03
+10.40000E-06,-153.07818537E-03,-24.92451138679E+00,-2.59608061E-03
+10.42500E-06,-146.49439908E-03,-24.93343641659E+00,-2.68233301E-03
+10.45000E-06,-158.39403680E-03,-24.95026419853E+00,-2.65463356E-03
+10.47500E-06,-137.79908400E-03,-24.92957607842E+00,-2.44001998E-03
+10.50000E-06,-134.31684233E-03,-24.90742385195E+00,-2.55028091E-03
+10.52500E-06,-137.52760981E-03,-24.91673606132E+00,-2.47568118E-03
+10.55000E-06,-133.73997380E-03,-24.92766799511E+00,-2.37510995E-03
+10.57500E-06,-153.08854986E-03,-24.93229568225E+00,-2.38053389E-03
+10.60000E-06,-125.43183829E-03,-24.93285875659E+00,-2.33929556E-03
+10.62500E-06,-156.81192605E-03,-24.93101760903E+00,-2.14066618E-03
+10.65000E-06,-150.21468476E-03,-24.91998817368E+00,-2.12738969E-03
+10.67500E-06,-156.61503847E-03,-24.92597986507E+00,-2.19520561E-03
+10.70000E-06,-140.75903088E-03,-24.93992820393E+00,-2.03883488E-03
+10.72500E-06,-157.57641065E-03,-24.92029017600E+00,-1.94889187E-03
+10.75000E-06,-144.68001074E-03,-24.92268799077E+00,-2.03204192E-03
+10.77500E-06,-155.90501454E-03,-24.93016248228E+00,-1.87282687E-03
+10.80000E-06,-148.65394370E-03,-24.91743711525E+00,-1.83223393E-03
+10.82500E-06,-170.02973814E-03,-24.93543996626E+00,-1.77603999E-03
+10.85000E-06,-132.92019937E-03,-24.92898756397E+00,-1.67409348E-03
+10.87500E-06,-157.86597558E-03,-24.92423787739E+00,-1.70873960E-03
+10.90000E-06,-144.58160464E-03,-24.93263062480E+00,-1.68288820E-03
+10.92500E-06,-147.94946006E-03,-24.91689228241E+00,-1.55470239E-03
+10.95000E-06,-155.94673632E-03,-24.92067577263E+00,-1.52510621E-03
+10.97500E-06,-163.70917213E-03,-24.93365086726E+00,-1.46403286E-03
+11.00000E-06,-168.20411846E-03,-24.93713325969E+00,-1.35147350E-03
+11.02500E-06,-145.02079509E-03,-24.93821783736E+00,-1.41796554E-03
+11.05000E-06,-156.79816954E-03,-24.91766234499E+00,-1.41169393E-03
+11.07500E-06,-156.17290828E-03,-24.94424661477E+00,-1.37412751E-03
+11.10000E-06,-158.98466183E-03,-24.92096345311E+00,-1.17158734E-03
